precinct,rank1,rank2,rank3
MINNEAPOLIS W-5 P-01,DAVID LUCE,JON OLSON,DAVID LUCE
MINNEAPOLIS W-4 P-05,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,DAVID LUCE,writein
MINNEAPOLIS W-3 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-3 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-07,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-3 P-07,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-04,skipped,skipped,skipped
MINNEAPOLIS W-4 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-06,skipped,skipped,skipped
MINNEAPOLIS W-5 P-01,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-03,skipped,skipped,skipped
MINNEAPOLIS W-4 P-02,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-05,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-02,skipped,skipped,skipped
MINNEAPOLIS W-4 P-06,JON OLSON,skipped,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-3 P-07,DAVID LUCE,JON OLSON,writein
MINNEAPOLIS W-4 P-03,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-5 P-04,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-05,skipped,skipped,skipped
MINNEAPOLIS W-4 P-07,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-05,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-4 P-08,skipped,skipped,skipped
MINNEAPOLIS W-4 P-05,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-05,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-5 P-01,skipped,skipped,skipped
MINNEAPOLIS W-5 P-07,skipped,skipped,skipped
MINNEAPOLIS W-4 P-06,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-05,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-07,skipped,skipped,skipped
MINNEAPOLIS W-5 P-07,skipped,skipped,skipped
MINNEAPOLIS W-5 P-05,skipped,skipped,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-3 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-02,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-05,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-3 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-05,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-04,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-02,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,skipped,skipped,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-4 P-02,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-07,skipped,skipped,skipped
MINNEAPOLIS W-4 P-02,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-01,skipped,skipped,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-02,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-06,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-06,skipped,skipped,skipped
MINNEAPOLIS W-4 P-07,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-05,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-05,skipped,skipped,skipped
MINNEAPOLIS W-5 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-02,JON OLSON,DAVID LUCE,JON OLSON
MINNEAPOLIS W-3 P-07,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-05,writein,writein,writein
MINNEAPOLIS W-5 P-07,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-06,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-06,skipped,skipped,skipped
MINNEAPOLIS W-3 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-01,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-01,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-02,skipped,skipped,skipped
MINNEAPOLIS W-4 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-05,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-4 P-02,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-08,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-04,skipped,skipped,skipped
MINNEAPOLIS W-5 P-01,JON OLSON,JON OLSON,JON OLSON
MINNEAPOLIS W-5 P-6C,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-6C,skipped,skipped,skipped
MINNEAPOLIS W-5 P-04,DAVID LUCE,JON OLSON,DAVID LUCE
MINNEAPOLIS W-5 P-05,skipped,skipped,skipped
MINNEAPOLIS W-5 P-04,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-05,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-08,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-4 P-06,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-08,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-08,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-01,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-5 P-02,skipped,skipped,skipped
MINNEAPOLIS W-4 P-02,skipped,skipped,skipped
MINNEAPOLIS W-3 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-07,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-08,skipped,skipped,skipped
MINNEAPOLIS W-4 P-06,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-07,skipped,skipped,skipped
MINNEAPOLIS W-5 P-01,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-5 P-01,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-04,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-5 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-05,skipped,skipped,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,DAVID LUCE,JON OLSON
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-03,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-02,skipped,skipped,skipped
MINNEAPOLIS W-5 P-05,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-08,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-01,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-04,skipped,skipped,skipped
MINNEAPOLIS W-4 P-02,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-06,JON OLSON,DAVID LUCE,JON OLSON
MINNEAPOLIS W-5 P-6C,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-05,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-05,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-06,skipped,skipped,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-07,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-07,skipped,skipped,skipped
MINNEAPOLIS W-4 P-03,skipped,skipped,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-01,JON OLSON,JON OLSON,JON OLSON
MINNEAPOLIS W-5 P-02,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-03,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-4 P-01,skipped,skipped,skipped
MINNEAPOLIS W-5 P-6C,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-03,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-05,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-6C,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-05,DAVID LUCE,DAVID LUCE,DAVID LUCE
MINNEAPOLIS W-4 P-08,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-5 P-02,skipped,skipped,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-4 P-06,skipped,skipped,skipped
MINNEAPOLIS W-5 P-6C,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-05,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-5 P-04,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-4 P-03,skipped,skipped,skipped
MINNEAPOLIS W-5 P-01,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-05,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-05,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-01,skipped,skipped,skipped
MINNEAPOLIS W-4 P-08,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-3 P-07,JON OLSON,DAVID LUCE,writein
MINNEAPOLIS W-5 P-03,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-02,skipped,skipped,skipped
MINNEAPOLIS W-5 P-02,skipped,skipped,skipped
MINNEAPOLIS W-4 P-05,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-01,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-01,JON OLSON,DAVID LUCE,DAVID LUCE
MINNEAPOLIS W-4 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-05,skipped,skipped,skipped
MINNEAPOLIS W-5 P-01,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-05,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-08,skipped,skipped,skipped
MINNEAPOLIS W-5 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-6C,JON OLSON,skipped,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-4 P-08,JON OLSON,writein,writein
MINNEAPOLIS W-5 P-05,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-04,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-3 P-07,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-01,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-02,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-05,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-08,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-03,skipped,skipped,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-5 P-03,skipped,skipped,skipped
MINNEAPOLIS W-5 P-6C,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-02,skipped,skipped,skipped
MINNEAPOLIS W-5 P-02,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-07,skipped,skipped,skipped
MINNEAPOLIS W-5 P-02,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-6C,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-5 P-05,skipped,skipped,skipped
MINNEAPOLIS W-3 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-01,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-02,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-04,skipped,skipped,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-01,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-08,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-08,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-02,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-05,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-07,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-5 P-07,skipped,skipped,skipped
MINNEAPOLIS W-5 P-04,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-04,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-4 P-04,skipped,skipped,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-07,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-4 P-07,skipped,skipped,skipped
MINNEAPOLIS W-4 P-08,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-05,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-3 P-07,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-04,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-05,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-03,JON OLSON,skipped,writein
MINNEAPOLIS W-5 P-08,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-5 P-04,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-06,skipped,skipped,skipped
MINNEAPOLIS W-5 P-05,skipped,skipped,skipped
MINNEAPOLIS W-5 P-6C,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-03,skipped,skipped,skipped
MINNEAPOLIS W-5 P-03,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-03,skipped,skipped,skipped
MINNEAPOLIS W-4 P-05,skipped,skipped,skipped
MINNEAPOLIS W-5 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-01,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-08,skipped,skipped,skipped
MINNEAPOLIS W-5 P-03,skipped,skipped,skipped
MINNEAPOLIS W-4 P-05,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-08,skipped,skipped,skipped
MINNEAPOLIS W-4 P-06,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-01,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-06,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-04,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-4 P-05,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-5 P-07,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-04,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-4 P-06,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-01,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-04,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-05,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-3 P-07,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-05,skipped,skipped,skipped
MINNEAPOLIS W-4 P-08,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-03,skipped,skipped,skipped
MINNEAPOLIS W-4 P-08,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-04,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-4 P-05,JON OLSON,skipped,skipped
MINNEAPOLIS W-3 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-08,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-01,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-4 P-01,skipped,skipped,skipped
MINNEAPOLIS W-3 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-05,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-4 P-03,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-4 P-05,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-05,DAVID LUCE,JON OLSON,DAVID LUCE
MINNEAPOLIS W-5 P-04,JON OLSON,DAVID LUCE,DAVID LUCE
MINNEAPOLIS W-4 P-05,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-01,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-3 P-07,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-04,skipped,skipped,skipped
MINNEAPOLIS W-4 P-03,DAVID LUCE,JON OLSON,writein
MINNEAPOLIS W-4 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-01,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-08,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-08,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-07,skipped,skipped,skipped
MINNEAPOLIS W-5 P-6C,skipped,skipped,skipped
MINNEAPOLIS W-4 P-06,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-05,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-06,JON OLSON,skipped,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-5 P-6C,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-04,skipped,skipped,skipped
MINNEAPOLIS W-4 P-05,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-08,skipped,skipped,skipped
MINNEAPOLIS W-4 P-02,skipped,skipped,skipped
MINNEAPOLIS W-5 P-02,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-02,JON OLSON,skipped,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,DAVID LUCE,JON OLSON,DAVID LUCE
MINNEAPOLIS W-5 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-04,skipped,skipped,skipped
MINNEAPOLIS W-4 P-05,JON OLSON,DAVID LUCE,writein
MINNEAPOLIS W-5 P-6C,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-4 P-05,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-04,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-01,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-5 P-01,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-02,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-02,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-04,skipped,skipped,skipped
MINNEAPOLIS W-5 P-03,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,JON OLSON,JON OLSON
MINNEAPOLIS W-4 P-08,JON OLSON,skipped,skipped
MINNEAPOLIS W-3 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-07,skipped,skipped,skipped
MINNEAPOLIS W-3 P-07,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-01,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-08,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-08,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-05,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-04,skipped,skipped,skipped
MINNEAPOLIS W-5 P-03,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-03,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-02,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-05,skipped,skipped,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-5 P-6C,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-01,skipped,skipped,skipped
MINNEAPOLIS W-4 P-05,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-07,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-07,skipped,skipped,skipped
MINNEAPOLIS W-4 P-02,skipped,JON OLSON,DAVID LUCE
MINNEAPOLIS W-5 P-07,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-04,skipped,skipped,skipped
MINNEAPOLIS W-5 P-08,DAVID LUCE,DAVID LUCE,JON OLSON
MINNEAPOLIS W-4 P-05,skipped,skipped,skipped
MINNEAPOLIS W-5 P-05,skipped,skipped,skipped
MINNEAPOLIS W-4 P-08,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-07,skipped,skipped,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-05,skipped,skipped,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-03,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-4 P-08,skipped,skipped,skipped
MINNEAPOLIS W-5 P-07,skipped,skipped,skipped
MINNEAPOLIS W-5 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-08,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-05,skipped,skipped,skipped
MINNEAPOLIS W-4 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-05,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-06,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-5 P-01,skipped,skipped,skipped
MINNEAPOLIS W-3 P-07,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-4 P-05,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-04,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-05,skipped,skipped,skipped
MINNEAPOLIS W-4 P-07,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-05,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-3 P-07,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-5 P-05,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-05,skipped,skipped,skipped
MINNEAPOLIS W-4 P-03,skipped,skipped,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-03,skipped,skipped,skipped
MINNEAPOLIS W-5 P-08,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-4 P-07,skipped,skipped,skipped
MINNEAPOLIS W-5 P-03,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-06,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-5 P-05,skipped,skipped,skipped
MINNEAPOLIS W-4 P-07,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-4 P-05,skipped,skipped,skipped
MINNEAPOLIS W-5 P-6C,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-5 P-08,skipped,skipped,skipped
MINNEAPOLIS W-4 P-07,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-4 P-02,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-6C,skipped,skipped,skipped
MINNEAPOLIS W-5 P-02,skipped,skipped,skipped
MINNEAPOLIS W-5 P-04,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-4 P-07,DAVID LUCE,DAVID LUCE,JON OLSON
MINNEAPOLIS W-5 P-03,DAVID LUCE,JON OLSON,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-4 P-05,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-04,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-3 P-07,skipped,skipped,skipped
MINNEAPOLIS W-5 P-01,JON OLSON,skipped,skipped
MINNEAPOLIS W-5 P-07,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-07,DAVID LUCE,skipped,skipped
MINNEAPOLIS W-4 P-02,JON OLSON,skipped,skipped
MINNEAPOLIS W-4 P-01,JON OLSON,DAVID LUCE,skipped
MINNEAPOLIS W-5 P-05,skipped,JON OLSON,JON OLSON
MINNEAPOLIS W-5 P-02,skipped,skipped,skipped
MINNEAPOLIS W-5 P-07,skipped,skipped,skipped
